ident,type,name,latitude_deg,longitude_deg,elevation_ft,state,iata_code
TVSM,medium_airport,Mustique Airport,12.88790035,-61.18019867,8,6,MQS
TVSU,medium_airport,Union Island International Airport,12.60013485,-61.41194534,16,6,UNI
VGSH,small_airport,Shamshernagar Airport,24.41699982,91.88300323,56,6,ZHM
VGSY,medium_airport,Osmany International Airport,24.96319962,91.8667984,50,6,ZYL
VYYY,large_airport,Yangon International Airport,16.90730095,96.1332016,109,6,RGN
WMAN,small_airport,Sungai Tiang Airport,4.33027792,102.3949966,10,6,SXT
WMBT,medium_airport,Pulau Tioman Airport,2.818180084,104.1600037,15,6,TOD
WMKD,medium_airport,Kuantan Airport,3.77538991,103.2089996,58,6,KUA
BIBF,small_airport,Borgarfjörður eystri Airport,65.5164032,-13.80500031,80,7,BGJ
BIBV,small_airport,Breiðdalsvík Airport,64.790037,-14.043927,8,7,BXV
BIDV,small_airport,Djúpivogur Airport,64.642372,-14.277297,9,7,DJU
BIEG,medium_airport,Egilsstaðir Airport,65.28330231,-14.40139961,76,7,EGS
BIFF,small_airport,Fáskrúðsfjörður Airport,64.931456,-14.047957,15,7,FAS
BIFM,small_airport,Fagurhólsmýri Airport,63.87469864,-16.64109993,56,7,FAG
BINF,small_airport,Norðfjörður Airport,65.13189697,-13.74639988,13,7,NOR
BIVO,small_airport,Vopnafjörður Airport,65.72059631,-14.85060024,16,7,VPN
DAUB,medium_airport,Biskra - Mohamed Khider Airport,34.793301,5.73823,289,7,BSK
DIYO,medium_airport,Yamoussoukro Airport,6.903170109,-5.365580082,699,7,ASK
DRZR,medium_airport,Zinder Airport,13.77900028,8.98375988,1516,7,ZND
EFKK,medium_airport,Kokkola-Pietarsaari Airport,63.721199,23.143101,84,7,KOK
ENTO,medium_airport,"Sandefjord Airport, Torp",59.18669891,10.25860024,286,7,TRF
FCOI,small_airport,Impfondo Airport,1.616999984,18.06699944,1099,7,ION
FCOT,small_airport,Betou Airport,3.049999952,18.5,1168,7,BTB
FLLI,medium_airport,Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,3302,7,LVI
FLNA,small_airport,Ngoma Airport,-15.96580029,25.93330002,3400,7,ZGM
FOGK,medium_airport,Koulamoutou Mabimbi Airport,-1.184610009,12.44130039,1070,7,KOU
FOOR,small_airport,Lastourville Airport,-0.826667011,12.74860001,1585,7,LTL
GAGO,medium_airport,Gao Airport,16.24839973,-0.005456,870,7,GAQ
GATB,medium_airport,Timbuktu Airport,16.73049927,-3.007580042,863,7,TOM
GQPA,medium_airport,Atar International Airport,20.5067997,-13.04319954,734,7,ATR
HSWD,small_airport,Wad Medani Airport,14.383605,33.526387,1350,7,DNI
HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54,7,ZNZ
LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,1907,7,INN
LTAI,large_airport,Antalya International Airport,36.898701,30.800501,177,7,AYT
LTGP,medium_airport,Gazipaşa-Alanya Airport,36.299217,32.300598,92,7,GZP
LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,265,7,BJY
MM-0002,small_airport,Hinthada Airport,17.63332939,95.46669769,32,7,HEB
MP00,small_airport,Capt Justiniano Montenegro Airport,7.556879997,-80.02330017,16,7,PDM
MUBR,small_airport,Las Brujas Airport,22.62129974,-79.14720154,13,7,BWW
MUMJ,small_airport,Mayajigua Airport,22.23080063,-79.06220245,173,7,MJG
MUSS,small_airport,Sancti Spiritus Airport,21.9704,-79.442703,295,7,USS
MUTD,medium_airport,Alberto Delgado Airport,21.78829956,-79.99720001,125,7,TND
OENN,medium_airport,Neom Bay Airport,27.927598,35.28874,29,7,NUM
OETB,medium_airport,Tabuk Airport,28.3654,36.6189,2551,7,TUU
OEWJ,medium_airport,Al Wajh Domestic Airport,26.198601,36.476398,66,7,EJH
OIIE,large_airport,Imam Khomeini International Airport,35.41609955,51.15219879,3305,7,IKA
OIII,large_airport,Mehrabad International Airport,35.68920135,51.31340027,3962,7,THR
OIIP,medium_airport,Payam International Airport,35.7761,50.826698,4170,7,PYK
RJSF,medium_airport,Fukushima Airport,37.22740173,140.4309998,1221,7,FKS
SGEN,small_airport,Teniente Amin Ayub Gonzalez Airport,-27.227366,-55.837495,659,7,ENO
UKLC,small_airport,Lutsk Airport,50.678404,25.487165,774,7,UCK
VCCA,medium_airport,Anuradhapura Air Force Base,8.30148983,80.42790222,324,7,ACJ
VCCH,medium_airport,Hingurakgoda Air Force Base,8.04981,80.9814,170,7,HIM
VVPR,small_airport,Phan Rang Airport,11.6335001,108.9520035,101,7,PHA
VYPN,small_airport,Pathein Airport,16.815201,94.7799,20,7,BSX
WMKB,medium_airport,RMAF Butterworth Air Base,5.46592,100.390999,11,7,BWH
WMKP,medium_airport,Penang International Airport,5.297140121,100.2770004,11,7,PEN
ZKWS,medium_airport,Wonsan Kalma International Airport,39.166801,127.486,7,7,WOS
BGP,small_airport,Bongo Airport,-2.1713,10.2088,120,8,BGP
BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,8,HFN
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430115,-20.27890015,326,8,VEY
CG-OKG,small_airport,Okoyo Airport,-1.448330045,15.07330036,1415,8,OKG
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,2661,8,CBH
DIBN,small_airport,Bouna Airport,9.277500153,-3.025279999,1148,8,BQO
DIBU,small_airport,Soko Airport,8.017219543,-2.761940002,1247,8,BDK
DIOF,small_airport,Ouango Fitini Airport,9.600000381,-4.050000191,974,8,OFI
DRRN,large_airport,Diori Hamani International Airport,13.4815,2.18361,732,8,NIM
EFHA,medium_airport,Halli Airport,61.856039,24.786686,479,8,KEV
EFJY,medium_airport,Jyväskylä Airport,62.399502,25.678301,459,8,JYV
ENNO,medium_airport,Notodden Airport,59.565701,9.21222,63,8,NTB
ENSN,medium_airport,Skien Airport,59.18500137,9.566940308,463,8,SKE
FCOB,small_airport,Boundji Airport,-1.032999992,15.38300037,1247,8,BOE
FCOE,small_airport,Ewo Airport,-0.883000016,14.80000019,1503,8,EWO
FCOK,small_airport,Kelle Airport,-0.082999997,14.53299999,1526,8,KEE
FCOM,small_airport,Makoua Airport,-0.017000001,15.58300018,1293,8,MKJ
FCOO,medium_airport,Owando Airport,-0.531350017,15.95009995,1214,8,FTX
FLKE,medium_airport,Kasompe Airport,-12.57279968,27.89389992,4636,8,CGJ
FLND,medium_airport,Simon Mwansa Kapwepwe International Airport,-12.99810028,28.66489983,4167,8,NLA
FLSO,medium_airport,Southdowns Airport,-12.9005003,28.14990044,4145,8,KIW
FOOG,medium_airport,Port Gentil Airport,-0.711739004,8.754380226,13,8,POG
FOOH,medium_airport,Omboue Hopital Airport,-1.574730039,9.26268959,33,8,OMB
FOOI,small_airport,Tchongorove Airport,-1.930801,9.319577,48,8,IGE
FOOS,small_airport,Sette Cama Airport,-2.53732,9.76386,10,8,ZKM
GA-GAX,small_airport,Gamba Airport,-2.785278,10.047222,30,8,GAX
GQPP,medium_airport,Nouadhibou International Airport,20.93309975,-17.03000069,24,8,NDB
HTKA,small_airport,Kigoma Airport,-4.8862,29.6709,2700,8,TKQ
IVI,small_airport,Viveros Island Airport,8.4693,-79.0016,100,8,IVI
LDLO,small_airport,Lošinj Island Airport,44.56579971,14.39309978,151,8,LSZ
LDRI,medium_airport,Rijeka Airport,45.21689987,14.5703001,278,8,RJK
LOIH,small_airport,Hohenems-Dornbirn Airfield,47.384998,9.7,1352,8,HOH
LPFR,large_airport,Faro Airport,37.01440048,-7.965909958,24,8,FAO
LPPM,medium_airport,Portimão Airport,37.1493,-8.58396,5,8,PRM
MKJS,medium_airport,Sangster International Airport,18.50370026,-77.91339874,4,8,MBJ
MPMG,medium_airport,Marcos A. Gelabert International Airport,8.973340034,-79.55560303,31,8,PAC
MPTO,large_airport,Tocumen International Airport,9.071359634,-79.38349915,135,8,PTY
MUCA,medium_airport,Maximo Gomez Airport,22.02709961,-78.78959656,335,8,AVI
MUCC,medium_airport,Jardines Del Rey Airport,22.46100044,-78.32839966,13,8,CCC
OEGT,medium_airport,Gurayat Domestic Airport,31.412413,37.278898,1672,8,URY
OERF,medium_airport,Rafha Domestic Airport,29.62639999,43.49060059,1474,8,RAH
OERR,medium_airport,Arar Domestic Airport,30.90660095,41.13819885,1813,8,RAE
OETR,medium_airport,Turaif Domestic Airport,31.692188,38.731544,2803,8,TUI
OIFS,medium_airport,Shahrekord Airport,32.29719925,50.84220123,6723,8,CQD
PA-0017,small_airport,San Miguel Airport,8.4566,-78.9339,70,8,NMG
PA-OTD,small_airport,Contadora Airport,8.628760338,-79.03469849,14,8,OTD
RJAH,medium_airport,Ibaraki Airport / JASDF Hyakuri Air Base,36.181099,140.414993,105,8,IBR
SGAY,medium_airport,Juan De Ayolas Airport,-27.370554,-56.854064,223,8,AYO
SIC,small_airport,San José Island Airport,8.2622,-79.078,150,8,SIC
VRNT,small_airport,Thimarafushi Airport,2.211,73.1533,6,8,TMF
WMBA,small_airport,Sitiawan Airport,4.2222,100.6993,25,8,SWY
WMBI,small_airport,Taiping (Tekah) Airport,4.866432,100.715381,40,8,TPG
WMKI,medium_airport,Sultan Azlan Shah Airport,4.567969799,101.0920029,130,8,IPH
WMPA,small_airport,Pulau Pangkor Airport,4.244719982,100.5530014,19,8,PKG
ZKSD,medium_airport,Sondok Airport,39.745201,127.473999,12,8,DSO
DAAB,medium_airport,Blida Airport,36.503601,2.81417,535,9,QLD
DIGN,small_airport,Nero-Mer Airport,4.643413067,-6.923961639,20,9,BBV
DISP,medium_airport,San Pedro Airport,4.746719837,-6.660820007,26,9,SPY
DISS,small_airport,Sassandra Airport,4.928888,-6.133156,203,9,ZSS
DITB,small_airport,Tabou Airport,4.437809467,-7.362728119,39,9,TXU
EFUT,medium_airport,Utti Airport,60.8964,26.9384,339,9,UTI
FCMM,small_airport,Mossendjo Airport,-2.950000048,12.69999981,1519,9,MSX
FCPA,small_airport,Makabana Airport,-3.48300004,12.61699963,495,9,KMK
FCPL,medium_airport,Ngot Nzoungou Airport,-4.20635,12.6599,1079,9,DIS
FLJK,small_airport,Jeki Airport,-15.6334,29.6036,1165,9,JEK
FLLS,large_airport,Kenneth Kaunda International Airport,-15.3308,28.4526,3779,9,LUN
FLRZ,small_airport,Royal Zambesi Lodge Airstrip,-15.7255,29.3021,1243,9,RYL
FOGO,medium_airport,Oyem Airport,1.543110013,11.58139992,2158,9,OYE
FOGV,small_airport,Minvoul Airport,2.150000095,12.13300037,1969,9,MVX
FOOB,medium_airport,Bitam Airport,2.075639963,11.4932003,1969,9,BMM
FOOM,small_airport,Mitzic Airport,0.782999992,11.55000019,1913,9,MZC
GQNC,small_airport,Tichitt Airport,18.45000076,-9.517000198,561,9,THI
GQND,small_airport,Tidjikja Airport,18.570101,-11.4235,1342,9,TIY
HSNH,small_airport,En Nahud Airport,12.66699982,28.33300018,1955,9,NUD
HSOB,medium_airport,El Obeid Airport,13.15320015,30.23270035,1927,9,EBD
HTMS,small_airport,Moshi Airport,-3.363329887,37.32690048,2801,9,QSI
KP-0032,medium_airport,Orang (Chongjin) Airport,41.428538,129.647555,12,9,RGO
LOWW,large_airport,Vienna International Airport,48.110298,16.5697,600,9,VIE
LTBD,small_airport,Çıldır Airport,37.81499863,27.89529991,102,9,CII
MKNG,small_airport,Negril Airport,18.34280014,-78.33209991,9,9,NEG
MPSA,medium_airport,Ruben Cantu Airport,8.085599899,-80.94529724,272,9,SYP
MUCM,medium_airport,Ignacio Agramonte International Airport,21.42029953,-77.84750366,413,9,CMW
OEGN,medium_airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,20,9,GIZ
UKCS,small_airport,Sievierodonetsk Airport,48.900926,38.54279,236,9,SEV
UKCW,medium_airport,Luhansk International Airport,48.41740036,39.37409973,636,9,VSG
VDKK,small_airport,Koh Kong Airport,11.613397,102.997084,,9,KKZ
DIOD,small_airport,Odienne Airport,9.5,-7.566999912,1365,10,KEO
EFET,medium_airport,Enontekio Airport,68.36260223,23.42429924,1005,10,ENF
EFIV,medium_airport,Ivalo Airport,68.6072998,27.40530014,481,10,IVL
EFKE,medium_airport,Kemi-Tornio Airport,65.77870178,24.58209991,61,10,KEM
EFKT,medium_airport,Kittilä Airport,67.7009964,24.84679985,644,10,KTT
EFRO,medium_airport,Rovaniemi Airport,66.56479645,25.83040047,642,10,RVN
EFSO,medium_airport,Sodankyla Airport,67.39499664,26.61910057,602,10,SOT
ENCN,medium_airport,Kristiansand Airport,58.204201,8.08537,57,10,KRS
ENLI,small_airport,Lista Airport,58.09949875,6.626049995,29,10,FAN
GQNS,small_airport,Sélibaby Airport,15.1796999,-12.20730019,219,10,SEY
KP-0029,small_airport,Samjiyŏn Airport,41.907132,128.409834,4547,10,YJS
LPMR,medium_airport,Monte Real Air Base,39.828335,-8.8875,187,10,QLR
LTBF,medium_airport,Balıkesir Merkez Airport,39.61930084,27.9260006,340,10,BZI
LTBG,medium_airport,Bandırma Airport,40.318001,27.977699,170,10,BDM
LTFD,medium_airport,Balıkesir Körfez Airport,39.55459976,27.01379967,50,10,EDO
MPHO,small_airport,Panamá Pacífico International Airport,8.91479,-79.599602,52,10,BLB
MUVT,medium_airport,Hermanos Ameijeiras Airport,20.98760033,-76.93579865,328,10,VTU
OENG,medium_airport,Nejran Airport,17.6114006,44.4192009,3982,10,EAM
OESH,medium_airport,Sharurah Airport,17.46689987,47.12139893,2363,10,SHW
OIAA,medium_airport,Abadan Airport,30.367887,48.230075,10,10,ABD
OIAD,small_airport,Dezful Airport,32.434399,48.397598,474,10,DEF
OIAG,medium_airport,Aghajari Airport,30.7444,49.6772,88,10,AKW
OIAI,medium_airport,Shahid Asiyaee Airport,32.001719,49.268599,1206,10,QMJ
OIAJ,small_airport,Omidiyeh Airport,30.83519936,49.53490067,85,10,OMI
OIAM,medium_airport,Mahshahr Airport,30.5562,49.151901,8,10,MRX
OIAW,medium_airport,Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,66,10,AWZ
SGES,medium_airport,Guarani International Airport,-25.454516,-54.842682,846,10,AGT
TAPH,small_airport,Codrington Airport,17.635799,-61.828602,15,10,BBQ
TDCF,medium_airport,Canefield Airport,15.336693,-61.392108,13,10,DCF
VDKT,small_airport,Kratie Airport,12.48799992,106.0550003,,10,KTI
VTBD,large_airport,Don Mueang International Airport,13.91259956,100.6070023,9,10,DMK
VTBS,large_airport,Suvarnabhumi Airport,13.68109989,100.7470016,5,10,BKK
WMSA,medium_airport,Sultan Abdul Aziz Shah International Airport,3.130579948,101.5490036,90,10,SZB
CU-0003,small_airport,Preston Airport,20.73500061,-75.65830231,13,11,PST
DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,22.81150055,5.451079845,4518,11,TMR
DATG,small_airport,In Guezzam Airport,19.56699944,5.75,1312,11,INF
DAUI,medium_airport,In Salah Airport,27.25099945,2.512020111,896,11,INZ
DIDK,small_airport,Dimbokro Airport,6.651669979,-4.64056015,344,11,DIM
DTTA,large_airport,Tunis Carthage International Airport,36.85100174,10.22719955,22,11,TUN
EFTP,medium_airport,Tampere-Pirkkala Airport,61.414101,23.604401,390,11,TMP
ENHD,medium_airport,Haugesund Airport,59.34529877,5.208360195,86,11,HAU
ENZV,large_airport,Stavanger Airport Sola,58.87670135,5.63778019,29,11,SVG
FCBM,small_airport,Mouyondzi Airport,-4.014873981,13.96611214,1670,11,MUY
FCBY,small_airport,Yokangassi Airport,-4.223077,13.286347,541,11,NKY
GQPF,small_airport,Fderik Airport,22.66699982,-12.7329998,961,11,FGD
GQPZ,small_airport,Tazadit Airport,22.756399,-12.4836,1119,11,OUZ
HSNN,small_airport,Nyala Airport,12.05350018,24.95619965,2106,11,UYL
LATI,large_airport,Tirana International Airport Mother Teresa,41.41469955,19.72060013,126,11,TIA
LPAR,medium_airport,Alverca Air Base,38.883301,-9.0301,11,11,AVR
LPCS,medium_airport,Cascais Airport,38.724998,-9.35523,325,11,CAT
LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,374,11,LIS
MDPC,large_airport,Punta Cana International Airport,18.56739998,-68.36340332,47,11,PUJ
MUHG,medium_airport,Frank Pais International Airport,20.78560066,-76.31510162,361,11,HOG
MUMO,medium_airport,Orestes Acosta Airport,20.65390015,-74.92220306,16,11,MOA
MUNC,small_airport,Nicaro Airport,20.68860054,-75.53150177,26,11,ICR
OEBA,medium_airport,Al Baha Airport,20.29610062,41.63430023,5486,11,ABT
OITZ,medium_airport,Zanjan Airport,36.77370071,48.3594017,5382,11,JWN
RKSS,large_airport,Gimpo International Airport,37.5583,126.791,59,11,GMP
SGAS,medium_airport,Silvio Pettirossi International Airport,-25.23999977,-57.52000046,292,11,ASU
TLPL,medium_airport,Hewanorra International Airport,13.7332,-60.952599,14,11,UVF
VDMK,small_airport,Mondulkiri Airport,12.463648,107.187252,,11,MWV
VQPR,medium_airport,Paro Airport,27.4032,89.424599,7364,11,PBH
VYBM,small_airport,Banmaw Airport,24.2689991,97.24620056,370,11,BMO
VYMK,medium_airport,Myitkyina Airport,25.38360023,97.35189819,475,11,MYT
VYPT,medium_airport,Putao Airport,27.32990074,97.42630005,1500,11,PBU
WMKE,medium_airport,Kerteh Airport,4.537220001,103.427002,18,11,KTE
WMKN,medium_airport,Sultan Mahmud Airport,5.382639885,103.1029968,21,11,TGG
WMPR,small_airport,LTS Pulau Redang Airport,5.764804,103.004942,36,11,RDN
ZBAA,large_airport,Beijing Capital International Airport,40.08010101,116.5849991,116,11,PEK
ZBNY,large_airport,Beijing Nanyuan Airport,39.78279877,116.3880005,,11,NAY
DABS,medium_airport,Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,2661,12,TEE
EFVA,medium_airport,Vaasa Airport,63.050701,21.762199,19,12,VAA
ENBR,large_airport,Bergen Airport Flesland,60.29339981,5.218140125,170,12,BGO
ENSO,medium_airport,Stord Airport,59.79190063,5.340849876,160,12,SRP
FCBB,medium_airport,Maya-Maya Airport,-4.251699924,15.25300026,1048,12,BZV
FCBK,small_airport,Kindamba Airport,-3.950000048,14.5170002,1460,12,KNJ
GQNJ,small_airport,Akjoujt Airport,19.73301697,-14.38324928,403,12,AJJ
HSGN,small_airport,Geneina Airport,13.48169994,22.46719933,2650,12,EGN
HSZA,small_airport,Zalingei Airport,12.9437,23.5631,2953,12,ZLX
HTKI,small_airport,Kilwa Airport,-8.91123,39.508619,50,12,KIY
HTLI,small_airport,Lindi Airport,-9.851005,39.75911,100,12,LDI
HTNA,small_airport,Nachingwea Airport,-10.35750008,38.77920151,1400,12,NCH
LAC,small_airport,Layang-Layang Airport,7.37157011,113.8440018,7,12,LAC
MDLR,medium_airport,Casa De Campo International Airport,18.45070076,-68.91179657,240,12,LRM
MUBY,medium_airport,Carlos Manuel de Cespedes Airport,20.39640045,-76.62139893,203,12,BYM
MUMZ,medium_airport,Sierra Maestra Airport,20.28809929,-77.08920288,112,12,MZO
MY-MZS,small_airport,Mostyn Airport,4.616666794,118.1500015,200,12,MZS
MY-SPT,small_airport,Sipitang Airport,5.083333015,115.5500031,44,12,SPT
OESK,medium_airport,Al-Jawf Domestic Airport,29.78510094,40.09999847,2261,12,AJF
OIIS,small_airport,Semnan Municipal Airport,35.591099,53.495098,3665,12,SNX
OIMJ,small_airport,Shahroud Airport,36.4253006,55.10419846,4215,12,RUD
RJAA,large_airport,Narita International Airport,35.764702,140.386002,141,12,NRT
SGPI,medium_airport,Carlos Miguel Gimenez Airport,-26.881224,-58.318026,249,12,PIL
TR-0017,small_airport,Bingöl Çeltiksuyu Airport,38.85926056,40.59596252,3506,12,BGG
UKDD,medium_airport,Dnipropetrovsk International Airport,48.35720062,35.1006012,481,12,DNK
UKDR,medium_airport,Kryvyi Rih International Airport,48.04330063,33.20999908,408,12,KWG
VDPP,large_airport,Phnom Penh International Airport,11.5466,104.844002,40,12,PNH
VYLK,medium_airport,Loikaw Airport,19.69149971,97.21479797,2940,12,LIW
WBKA,small_airport,Semporna Airport,4.449999809,118.5830002,60,12,SMM
WBKD,medium_airport,Lahad Datu Airport,5.032249928,118.3239975,45,12,LDU
WBKE,small_airport,Telupid Airport,5.628610134,117.1259995,343,12,TEL
WBKG,small_airport,Keningau Airport,5.357490063,116.1620026,1036,12,KGU
WBKH,small_airport,Sahabat [Sahabat 16] Airport,5.087779999,119.0940018,40,12,SXS
WBKK,medium_airport,Kota Kinabalu International Airport,5.937210083,116.0510025,10,12,BKI
WBKM,small_airport,Tomanggong Airport,5.40257,118.65763,26,12,TMG
WBKN,small_airport,Long Pasia Airport,4.400000095,115.7170029,3175,12,GSA
WBKO,small_airport,Sepulot Airport,4.732999802,116.4670029,800,12,SPE
WBKP,small_airport,Pamol Airport,5.999300003,117.3999176,36,12,PAY
WBKR,small_airport,Ranau Airport,5.949999809,116.6669998,1800,12,RNU
WBKS,medium_airport,Sandakan Airport,5.900899887,118.0589981,46,12,SDK
WBKT,small_airport,Kudat Airport,6.922500134,116.8359985,10,12,KUD
WBKW,medium_airport,Tawau Airport,4.320159912,118.1279984,57,12,TWU
ZBTJ,large_airport,Tianjin Binhai International Airport,39.12440109,117.3460007,10,12,TSN
BJE,small_airport,Baleela Airport,11.19944444,28.52305556,1690,13,BJE
CI-0001,small_airport,Assouindé Airport,5.17544,-3.47049,,13,ABJ
CN-0005,small_airport,Tangshan Sannühe Airport,39.71780014,118.0026245,50,13,TVS
CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.73860168,114.9300003,2347,13,ZQZ
DAON,medium_airport,Zenata – Messali El Hadj Airport,35.01670074,-1.450000048,814,13,TLM
DIAO,small_airport,Aboisso Airport,5.461944,-3.234722,95,13,ABO
EFIT,medium_airport,Kitee Airport,62.1661,30.073601,364,13,KTQ
EFJO,medium_airport,Joensuu Airport,62.662899,29.6075,398,13,JOE
